Id,Category
143802,19
118261,20
72381,39
32420,33
125000,2
184192,2
188301,2
29401,57
25620,2
15842,33
92920,33
87000,57
57951,57
73581,33
140811,57
36750,8
148610,14
12900,14
121830,21
32360,53
32361,34
93652,33
24231,13
19982,57
191980,2
118732,33
150410,57
150412,24
57632,37
125552,13
127181,36
127182,57
153651,2
199880,33
116120,57
196372,1
189250,57
92860,2
98512,43
16212,57
53812,49
144910,57
75502,28
46810,43
198791,2
162602,13
3750,57
99022,33
36492,57
195080,57
123690,2
30551,57
66660,17
44030,57
86020,57
23741,57
193910,1
193981,33
24610,33
12100,2
12102,2
135621,57
38130,33
48702,57
20521,22
81080,57
400,20
61942,28
94171,33
94172,57
79460,32
79462,33
13461,33
89781,57
4802,33
163001,57
172302,1
15651,2
157721,57
68912,33
119480,33
132961,33
120070,50
89630,2
195861,57
188372,57
176851,12
177570,36
13630,57
156022,33
64952,2
178282,33
96892,33
101440,43
75660,57
72650,57
49840,39
129940,57
190220,39
190221,57
83810,2
157441,56
93951,57
67192,57
14022,57
88101,30
148592,11
148591,57
160392,21
113800,57
17370,57
57820,57
113061,33
170991,33
5151,33
16041,57
79701,36
141232,17
141230,40
141231,33
174600,33
81832,17
122781,57
80771,33
134920,57
169070,21
30951,57
159801,33
53951,2
11711,2
56601,33
194302,2
129982,57
64371,1
31160,57
102810,33
151401,32
73622,13
187701,54
164592,2
41600,57
61470,36
24061,57
190992,33
138912,33
109331,53
27222,2
58061,57
57030,33
5720,21
138731,1
187142,21
59451,57
143930,57
168861,57
94642,57
82770,2
32402,57
149002,33
162180,39
145561,57
27032,57
35500,56
35501,57
103422,33
70552,57
82372,33
73050,57
43571,55
3610,33
9572,57
142902,33
40981,33
184710,2
54160,39
52451,13
22462,12
20610,1
11352,50
162542,33
69421,33
88972,5
8352,33
37132,1
109542,57
119870,57
193021,1
18301,40
72541,2
3390,37
109251,33
99431,17
116300,33
116302,1
82860,2
157231,42
129591,57
17090,54
188281,17
155912,33
178002,2
44070,57
100661,8
23891,57
79441,21
12791,20
171232,33
26552,2
30601,2
52462,57
159181,33
94001,2
102850,33
199202,57
179080,57
122951,2
100321,33
10821,57
98331,20
18700,33
67030,57
136830,57
168392,2
114000,39
114001,57
114002,33
110080,33
95102,39
131712,57
25222,2
94241,33
68571,57
13131,2
121011,2
157512,53
23180,57
11950,57
167952,33
167951,2
57810,20
34762,6
60292,57
191700,2
114032,2
11230,21
31911,57
3642,2
98962,57
103210,57
77970,41
77971,27
163931,2
63572,33
71361,2
70470,57
85501,57
162200,33
115960,43
11262,57
86041,57
113111,33
191472,57
5711,57
41282,57
94690,43
199552,33
125172,17
139681,57
63230,57
60100,24
36580,2
5410,55
113542,57
154901,37
147481,2
152572,21
179721,33
14350,2
56420,33
122251,57
95281,2
108940,2
97171,2
41931,21
26322,39
111482,2
70700,13
95150,18
174062,21
74402,57
126480,44
65160,46
74191,39
87102,33
68130,2
62952,2
77621,14
81932,39
96082,33
189372,43
183630,2
131830,44
57172,28
88320,27
50900,54
91191,57
168492,2
130791,57
116341,10
28560,52
18750,18
44300,2
23970,2
5981,33
170102,57
25180,33
96062,21
179820,57
156992,57
86522,57
117500,13
125882,57
3381,50
95812,12
73710,57
134691,33
148311,1
139502,33
64212,2
193821,57
192610,37
173132,50
108272,39
190120,33
190122,2
163081,33
135840,33
104050,57
136200,2
175780,21
146640,33
111942,57
72620,57
86281,33
58182,21
99781,44
80061,1
80062,57
441,57
167502,33
35611,43
28950,53
115650,57
85411,2
96912,57
143712,28
105680,57
89702,33
186612,1
69742,57
81501,57
37871,57
29702,2
183720,32
145071,43
154421,2
30932,57
126600,57
151632,1
114940,57
126190,1
173571,1
98941,33
56370,33
175040,33
27492,21
47012,1
108211,50
50472,1
95841,33
42632,49
42631,33
193240,49
125480,32
108020,57
137212,57
136602,1
184452,57
168532,2
181340,2
181342,53
176340,2
183740,2
181180,1
39042,57
120122,55
94650,2
158061,33
177261,14
81191,35
12802,39
15052,57
102661,33
23801,57
89220,57
180311,22
40071,57
780,57
68860,2
111420,36
101680,2
78541,17
147851,57
121812,33
137050,57
141030,2
133120,40
168612,2
59580,28
117482,21
113331,2
188580,53
111281,57
169202,33
8552,2
115410,11
181582,57
164032,57
37932,57
30331,2
79280,57
115240,57
115241,21
108511,57
194392,33
53660,53
133351,57
12741,2
50551,57
10092,57
17062,43
83302,57
133502,33
109050,44
99672,28
8090,33
9891,14
29762,1
11181,57
44592,57
23220,33
172490,57
172492,33
42372,9
169360,55
169361,43
46000,21
7421,13
101120,53
101122,57
168380,11
67441,57
78602,14
23002,36
126340,33
113522,43
187010,57
17732,21
126231,13
174632,57
34262,2
185091,54
21062,13
183261,53
179971,57
145140,9
98252,2
119251,57
194331,33
40102,13
45582,57
48591,2
171022,57
82942,2
101302,33
41160,33
20071,57
55460,2
104480,2
150912,21
37581,2
54760,50
142261,57
142262,13
23332,57
154252,2
7822,57
2780,55
139711,30
16461,33
165172,57
106920,17
188912,33
158201,33
98681,57
67162,2
66830,57
148080,2
21071,33
149991,17
26461,2
61420,57
167691,39
198282,57
97620,57
97621,50
125381,33
179472,57
125361,33
2311,57
185100,56
165012,33
56470,2
56471,24
27632,46
88190,57
76351,53
129011,33
43720,57
148020,57
66061,1
24121,33
24122,33
166200,33
143440,41
4891,1
114471,57
171370,18
189120,57
8181,57
56902,33
20370,2
130101,21
130102,39
77980,9
163622,2
6271,8
128220,55
131691,30
13640,13
13641,33
13642,57
24581,26
71872,18
140880,12
190860,42
68852,57
14672,57
140621,2
27511,33
136152,2
121820,43
171551,37
45511,39
8361,57
130721,53
130722,33
76782,57
177101,33
129881,33
21201,57
21202,53
39591,1
182531,13
152810,57
187400,57
152562,57
142451,57
87402,57
102211,13
186510,10
7451,57
119960,2
169970,57
104891,20
13670,2
146002,39
80602,57
12581,2
56522,33
187990,2
135681,32
102190,2
5850,55
118391,57
3310,57
109580,1
49421,35
30810,57
156311,57
165181,30
68200,40
61522,46
51200,36
195892,57
181592,1
190382,33
56381,57
12310,57
105162,33
196762,57
6571,33
114021,33
134891,57
56861,11
15230,57
39342,57
23922,2
47070,57
51950,1
159681,57
9372,57
159302,2
95031,54
95672,1
29280,21
1121,57
15632,2
101320,53
96981,57
102240,33
102242,57
31031,57
109462,57
131472,33
141990,28
143671,57
193571,46
26392,57
89801,53
74292,57
6390,2
78232,57
51170,57
70382,57
30742,13
119621,57
6012,39
21040,57
111962,57
41261,57
18371,2
18372,57
32200,35
147111,57
46220,39
181362,57
101570,57
25450,14
67061,33
160491,33
143162,57
144832,57
57512,33
57510,20
132941,2
83010,33
184371,36
148930,33
28680,43
161292,57
194031,2
34021,57
61400,57
23511,39
33380,30
98402,39
149742,33
27172,46
29372,57
24852,57
4571,2
101250,43
157610,8
161360,2
161362,21
162790,57
132361,21
53531,57
155620,57
141051,57
37102,57
2150,39
41940,57
110810,57
110812,33
28721,57
42040,57
114901,50
54300,57
54301,1
28081,21
23752,53
187882,33
182822,33
26842,15
176821,57
114701,57
55332,1
150980,57
157240,1
13311,2
71012,33
93912,50
110180,57
110182,57
114352,2
114350,24
146121,24
199590,13
3730,14
83152,2
108240,57
130491,53
180410,33
107220,57
9921,57
20550,33
20551,57
8491,57
176541,15
130942,57
86470,57
86471,53
37970,2
170190,33
170180,33
81650,33
4522,33
73562,6
185910,49
198072,1
127940,33
59431,43
162932,2
122081,57
134180,57
49330,44
71321,1
71322,57
152600,26
38341,57
189652,56
136411,11
145591,1
161320,33
1350,57
11720,40
103141,50
133930,57
86910,21
98182,33
31142,2
125770,2
22632,33
66812,33
139652,1
34550,17
147671,57
158701,24
6651,57
99972,33
49550,57
48751,33
170380,57
68291,39
28630,33
109500,27
52670,46
21110,2
139790,43
139791,20
97041,2
199310,11
84791,57
121732,33
118851,2
151080,33
151081,2
62621,2
111791,53
161690,57
1172,13
197440,2
56930,33
190772,33
91632,57
29451,33
104251,8
77342,57
35381,56
81790,2
165260,2
138011,57
64400,57
116381,2
88830,17
96601,57
50661,53
143980,53
143982,2
16711,2
47671,12
157940,2
126660,57
197290,39
93390,57
197902,13
123201,8
136991,1
58250,57
56082,57
144942,56
136052,57
138890,1
134661,33
136700,57
121102,1
58240,57
199021,31
41180,53
34561,43
28870,24
161850,1
59131,57
144881,17
141092,57
82590,57
198062,57
68180,13
23611,49
197232,2
127072,21
127070,53
10842,33
63402,33
85651,57
188211,2
155162,2
21522,2
26220,54
130711,57
72821,54
182082,57
16401,57
27790,43
19621,39
97712,18
130971,57
6460,2
6462,57
104961,21
187501,39
120660,57
22130,57
42912,53
56240,33
73802,28
159440,37
108880,57
184940,57
44190,24
4612,33
14510,39
82192,17
125421,33
115490,27
115492,57
192562,57
171161,1
106790,1
96800,57
43830,57
195581,2
171630,33
171631,33
140471,2
9071,33
3680,33
21532,33
166910,33
166911,57
72581,20
162060,33
129850,39
196090,57
85182,57
17182,2
172161,57
11341,1
154832,21
156500,57
156501,55
34512,33
176832,33
34251,57
106872,57
112631,57
95621,2
176752,57
113810,2
130052,57
14561,57
120010,53
65771,33
65772,33
10,33
172910,8
189430,2
30480,43
30482,57
16650,54
168080,57
37701,33
24600,0
56571,13
107572,33
40931,2
85820,57
198680,57
27702,2
34501,57
198310,18
81370,54
81371,2
49250,57
30130,49
89351,57
52220,33
191602,33
117932,57
38931,33
31290,53
70632,57
170271,43
105382,33
10780,2
96190,57
121052,1
8992,57
41361,39
3760,57
48460,39
25372,57
432,2
430,57
142071,2
133541,2
92032,32
92031,1
150501,53
127440,33
130211,53
21570,2
33452,57
89381,1
64160,12
4271,44
109121,57
172062,33
74842,33
148640,43
80051,57
7202,2
25411,57
168821,13
173862,2
162480,57
67102,12
142062,57
84411,57
57681,1
127712,2
37642,57
175750,57
175751,39
86100,33
151161,2
137962,11
198082,43
37090,20
107491,33
71812,2
61030,21
170360,57
115982,50
7892,1
97011,57
69101,57
106421,33
130071,2
117730,57
183362,57
91410,43
161760,57
161761,57
150811,2
21620,57
21621,57
191531,2
20962,57
26742,33
176560,1
133241,33
133242,2
7090,57
16221,2
182160,17
182161,2
100752,2
117942,57
67762,57
177780,57
123412,57
198272,50
13351,57
32080,39
59150,21
41490,57
77571,57
129410,57
133230,33
139741,33
118031,57
19841,28
148340,28
163220,24
43270,56
82080,43
82081,2
1812,33
170020,33
184252,2
29430,33
29431,46
59011,57
64381,1
193792,57
196732,27
174310,57
14161,57
14162,57
73042,57
157221,57
76191,10
10450,2
118842,33
109882,57
6540,2
74510,57
177401,57
70982,1
86440,33
86441,33
172860,28
142990,57
113691,28
98882,57
2681,57
50360,2
98661,53
162782,33
61182,57
90931,33
114621,14
37772,57
50811,57
83592,2
129892,49
28061,57
2751,1
88161,33
131061,2
153450,43
100451,39
190330,43
115912,57
96111,57
196792,57
45740,57
142640,57
120690,21
15991,57
146391,27
194272,14
42550,2
105450,57
188810,1
188811,39
96261,39
86190,33
15110,2
64311,57
164880,2
164882,57
185252,33
174880,13
145281,2
10870,2
120052,57
77402,2
136670,54
85550,57
197312,57
37042,57
59511,2
164691,50
164692,13
157620,2
28902,43
35530,19
35532,57
168340,2
93242,2
126520,2
152112,57
165201,50
29310,2
30361,53
30362,40
79962,2
165811,33
14920,57
7691,57
127270,57
35990,2
159761,33
144530,57
154970,33
119292,57
7052,57
146512,2
40312,33
142850,57
20480,57
16762,33
145760,33
154610,2
154612,33
114840,33
39722,39
134052,17
16192,57
69680,20
40790,33
40791,1
20190,44
131952,57
187510,15
187511,2
115101,2
27921,57
24181,56
12320,33
43311,57
93040,57
118480,1
55851,54
55852,27
158450,2
112861,35
190972,2
104942,1
35492,33
187061,2
44451,33
181971,57
173402,50
128020,2
92482,33
86652,30
182020,57
13700,1
82850,57
198982,33
119361,57
14281,6
157252,17
105822,39
142182,2
115691,2
115692,46
162980,57
143860,49
69000,56
69002,28
109012,57
26021,57
95910,2
108191,57
58381,57
109531,43
77610,28
159872,33
190981,57
172312,2
73420,57
177690,53
187581,57
1221,13
181200,33
185262,33
91850,40
91851,2
141560,57
132002,2
50520,57
153371,2
39390,50
38261,57
90290,57
90292,1
13090,33
78181,55
128711,57
3541,40
58731,57
58732,2
23631,2
42840,33
176951,57
18640,57
18460,2
146042,2
177121,57
177122,10
149522,57
83161,2
103032,57
92681,13
301,2
180200,57
135251,57
159360,57
72590,39
80490,57
63292,33
179362,33
54871,33
11202,57
73372,57
47981,39
23852,33
17881,13
18421,51
163990,40
68211,8
42490,57
22601,23
147801,11
101422,33
103970,33
71531,57
77370,57
23820,21
60211,33
196901,2
108312,2
5112,37
160881,33
2730,57
2731,57
7341,53
37072,18
74462,13
85491,10
94270,21
128530,57
60950,3
78031,39
36991,1
14631,37
96540,2
31632,1
167461,2
107600,14
187351,2
130821,2
127752,57
115700,57
66050,39
9032,57
50651,57
50652,13
81841,2
20591,57
26991,13
132972,33
162812,1
54591,2
158592,21
136322,6
38220,20
38221,57
43530,39
180801,2
195400,2
198500,57
154130,33
5480,53
41312,33
143040,57
143041,33
3911,13
123380,33
46240,57
55530,17
1610,57
122382,17
28320,2
128662,49
54251,33
195212,1
122820,2
45720,27
88901,57
106810,30
51480,2
70330,57
155390,57
77012,1
54830,23
33130,53
61220,37
83572,22
10622,33
162210,55
162212,57
118272,33
111810,13
7110,57
193700,57
54440,39
171831,57
64362,13
115460,2
113431,39
102911,57
181662,57
57500,2
199780,57
183712,33
76470,57
154121,1
154122,20
108071,2
76942,35
87261,57
130781,15
4082,2
150682,2
5520,57
46720,2
45712,44
137631,57
1400,57
136532,2
123851,57
35192,33
142142,57
31861,11
133911,1
26970,28
72770,2
175171,13
192872,30
61040,57
61041,33
32860,33
20441,39
58690,57
58692,33
89342,57
40052,44
180382,33
122981,33
78102,33
120140,12
71330,57
63861,57
97150,2
55322,24
195810,57
158691,53
91211,53
149771,33
109110,57
36652,33
191361,57
144461,57
132652,57
88381,57
103341,33
117261,53
7682,57
22450,2
22452,49
8920,2
192101,33
140751,57
93322,2
2561,2
137871,33
4210,2
111822,2
93122,57
4050,39
106840,2
106842,13
95050,57
95051,11
95052,53
102481,57
71491,21
47812,2
78721,57
101291,39
148160,44
171890,53
171892,9
45881,57
55282,57
121760,57
1922,57
86181,57
80410,53
31490,33
16521,14
173780,2
173782,33
38232,13
62752,2
62750,2
22972,2
81730,33
71152,57
71151,1
41431,33
154710,57
35101,24
105192,33
98951,18
128180,2
191060,12
172501,57
31361,57
178681,23
108140,39
52880,57
35900,14
136942,2
96182,2
106830,2
198051,57
143262,57
28541,1
66481,20
177340,33
141521,1
177141,57
25440,57
138342,33
196641,2
57302,2
66031,57
98110,57
131992,57
185950,57
164961,57
73550,56
131052,2
163090,57
131281,8
42232,2
62502,12
112651,57
155642,57
32942,57
172091,51
172092,57
115621,33
98360,26
13770,57
57920,57
73472,1
153232,53
153230,9
150281,33
61570,2
61571,2
191491,50
125060,13
176511,20
53521,39
190400,57
190401,21
52512,33
134480,33
50542,57
78322,57
158991,2
76642,2
190910,2
153950,2
151002,33
191210,2
158571,6
33042,33
49112,20
21682,57
169020,1
180980,43
80782,20
168642,33
9870,57
182381,13
85832,49
50941,33
92771,57
68171,39
179662,39
83002,21
34111,57
146330,57
56400,57
19502,18
41500,57
57391,39
146141,2
130030,33
14290,57
14291,6
21432,33
21431,57
68412,33
118651,36
28600,57
158821,13
108171,57
135872,39
151172,39
71562,13
95930,33
179161,57
149792,57
45681,57
2171,57
1440,57
35390,28
115142,57
35891,57
68161,57
145961,57
127920,24
147080,57
151410,57
35080,57
78440,57
78441,33
189852,57
33951,33
199010,26
173342,33
166881,53
143842,2
44640,33
67581,21
166131,6
151681,13
160990,2
153000,21
136380,40
131860,33
130732,17
115291,1
134272,57
130881,2
166150,52
177462,39
31190,57
99000,30
193381,33
152781,13
46552,2
10071,14
61761,43
37521,2
152030,1
105832,2
105831,57
179330,26
72130,13
199172,57
158632,21
160010,33
112752,57
87721,2
116042,2
67091,57
124261,50
82480,53
82481,57
82482,2
6162,2
25800,21
25802,33
64260,2
127910,21
2852,2
161812,2
171331,30
175160,39
133511,2
98730,57
158600,57
16890,20
158352,33
119462,33
98531,2
187111,33
104911,13
130672,57
57412,57
138431,33
90212,57
34170,57
90601,14
176112,38
176111,1
49881,33
102730,2
149701,57
87300,57
5252,33
87470,21
86761,39
86762,57
47492,1
17351,2
34831,57
47251,12
108650,57
80860,14
147681,37
13621,2
144902,9
169690,57
26402,33
89462,28
19200,2
186572,21
4301,2
4302,39
134130,14
87980,53
24341,33
24342,2
12260,2
116991,1
7220,8
169561,50
76382,33
57371,53
7032,21
179312,57
43192,39
43990,2
161921,21
660,57
662,33
140560,33
188880,57
8282,57
78371,57
162530,57
94481,0
196031,2
151960,50
161400,57
197582,57
191622,57
112010,24
149390,1
91390,53
23880,33
10500,50
89512,2
89511,33
141921,2
70921,57
12931,33
173472,33
198801,14
191821,13
168921,15
118720,57
71762,36
168050,1
161721,57
196311,21
140351,33
61252,57
198910,57
144652,50
19422,56
148050,57
27041,33
191171,57
55781,33
53171,57
156141,21
141390,2
100960,53
114890,50
74240,2
74242,2
196512,13
79341,13
143792,1
85191,33
165931,1
67651,57
115851,57
189030,33
80961,33
119732,1
67912,33
24492,57
94831,57
190570,57
87710,39
90780,33
61162,33
124182,2
52011,21
158041,57
150591,57
127810,27
127811,57
109752,2
141620,57
173852,39
36552,50
36550,57
171140,33
131821,2
6481,1
24150,39
24151,57
13912,33
136440,57
8122,33
48551,38
75782,2
195982,1
17841,18
43660,21
43661,2
56050,21
193030,15
78220,57
77451,2
79922,57
159900,21
131680,11
6790,57
56261,1
149012,12
179050,33
165102,2
54842,57
104612,44
88922,2
40662,33
9982,39
51662,57
191340,33
47002,28
6820,57
174280,2
174281,57
174282,57
