Id,Category
21012,57
174930,30
174932,33
66582,2
88780,57
88782,2
170921,2
41841,33
15222,2
78422,57
193960,2
78902,2
37532,1
189161,57
98792,23
150480,22
86172,33
189481,33
136460,33
130591,57
191991,57
39000,57
58411,33
154052,2
170302,39
195072,57
113622,57
49960,2
58172,22
176192,2
194442,57
86031,57
171801,57
97842,34
69660,2
140822,2
4471,18
156451,33
41330,33
41331,21
41332,54
28411,57
28412,2
198671,33
112360,39
32522,33
176070,2
9741,57
166602,33
57830,43
142092,57
138240,2
138241,57
133612,43
180770,2
156420,57
21981,57
199062,57
41212,1
198522,33
169622,57
14360,33
108591,2
185550,2
112590,13
32571,33
61080,18
44761,14
118290,1
156530,57
30801,53
30802,33
50850,23
115152,57
99420,14
49181,33
72811,57
13892,57
11472,57
6730,33
47410,56
18282,33
87032,57
147400,2
138960,2
156720,33
56411,57
177632,33
19361,57
40371,57
3661,33
53781,57
94850,57
113492,57
170042,57
71290,57
83052,40
13222,33
66210,2
104922,33
31610,57
161592,2
117320,2
69050,2
85312,2
85310,39
89761,43
60620,2
82881,57
50381,57
197911,2
180602,2
136650,57
11941,33
35150,43
79100,21
79102,33
30170,21
30171,2
110621,57
187101,2
188202,2
75042,1
139420,52
59171,57
125671,39
12041,53
145412,39
34032,57
19431,2
80632,22
114250,57
50480,57
96730,33
15091,2
15092,17
24471,57
119841,2
145290,57
76751,57
39181,57
167062,57
65972,39
49232,33
47990,57
158621,2
26311,6
139920,19
85751,57
53111,33
20410,2
19331,57
20810,57
57591,39
10600,52
10602,33
87361,43
125840,21
67382,34
173072,2
174911,18
61290,22
157130,14
157131,2
25302,33
30252,33
130552,34
125922,57
51231,57
38240,2
129470,57
139860,50
20922,33
2270,57
2271,33
76030,2
83962,2
91651,30
117950,57
1880,57
123700,57
116281,50
151512,55
126360,24
197452,33
63351,2
162581,33
104461,22
177542,57
65180,32
130901,39
193072,28
83710,2
101011,33
198362,57
20501,18
182791,33
189802,30
68041,54
78921,33
61442,42
67071,57
57741,57
101141,2
179252,33
85682,33
69511,57
174391,18
166810,57
162141,57
34472,2
70900,33
130750,57
101042,57
156410,1
81460,57
118082,33
191261,26
190261,13
8370,49
33262,57
136010,57
104041,33
9431,57
178352,1
177991,33
99730,21
52422,57
154240,2
193232,33
153401,57
40882,57
63191,57
165672,53
165671,39
102551,57
960,30
197551,57
133141,33
52690,1
33921,43
93981,53
46452,57
140372,39
88422,57
187322,2
121370,57
121371,43
45562,2
118001,18
103872,53
103870,57
112611,57
76971,49
136211,57
71610,57
188491,57
102221,57
102770,33
36142,57
163032,33
11692,33
35882,39
160940,33
174771,13
131310,33
281,39
129672,57
190150,33
142421,26
123612,2
79150,33
33460,56
116961,28
55222,1
9020,2
188440,57
118241,57
119582,21
96470,18
153112,2
25890,57
11681,56
11682,18
148212,2
150450,53
150452,57
80012,2
183471,55
130190,43
56710,57
180371,57
138602,20
22391,0
48382,57
105642,57
120361,57
66540,18
169400,2
169402,39
183222,33
110002,57
89121,57
178030,56
99850,39
196301,57
150441,57
156151,57
15122,39
185730,2
175542,57
56502,39
89712,39
44802,57
151611,57
151612,57
86110,33
18872,33
79611,33
155991,18
24292,2
63022,57
92600,2
75942,35
194800,57
99820,10
71022,2
129600,53
129601,2
88862,2
2481,54
92082,52
35752,57
172220,41
76690,57
3521,2
137690,57
191142,2
79431,1
115050,20
139320,30
186370,2
148732,30
63490,50
63491,57
10380,57
10381,33
74161,33
49742,2
142952,57
131771,1
167311,6
2131,18
19221,33
130021,57
114710,18
117462,57
1382,57
13330,57
13332,56
50342,52
20820,18
146721,57
38161,33
135821,33
42722,33
145821,57
40212,57
191880,57
167620,57
81181,39
59002,57
149140,57
39421,57
196592,57
196591,40
34191,57
123240,33
30720,2
163782,57
154720,57
125680,53
143780,39
105412,33
104841,1
139080,6
1521,57
174102,2
126141,57
95922,20
50022,6
72711,28
25841,2
132300,57
117572,46
146752,2
16351,22
145581,33
164181,57
97330,33
2771,2
52931,33
197472,53
11781,57
191570,17
8812,10
178910,57
36950,57
74422,33
142482,57
167342,49
151120,2
26500,53
90232,2
67241,57
192682,57
79012,57
111610,2
160691,33
11122,57
179871,35
118060,57
118061,33
131432,33
171260,18
69111,57
191440,57
64691,2
88732,33
100341,21
40711,2
53281,57
55652,18
60682,32
42871,57
7170,2
122940,2
133730,53
133731,57
188350,57
168940,2
168941,2
180442,57
5321,57
127342,8
75551,57
67822,34
185232,57
157372,57
98652,57
153282,39
158850,57
118302,2
93290,39
120931,33
198171,57
109200,2
149620,33
2582,43
41460,2
126261,34
145500,33
174300,15
172282,49
40651,57
165952,57
31800,57
8950,21
57450,2
124081,57
190762,52
106750,43
65752,1
150642,39
192760,2
165052,50
55141,33
175760,2
109480,33
136551,33
44412,57
30420,18
187091,21
29732,57
19800,50
128672,1
128671,33
40691,57
170622,53
45151,13
81040,22
83280,33
114722,21
70220,57
90420,33
184022,57
71180,39
18820,33
74102,2
90122,2
68341,57
89282,57
28242,33
33490,32
4840,57
4842,57
138490,32
82532,33
138822,57
12712,2
120430,57
182292,2
80071,56
102570,57
60160,57
10291,54
20791,21
132372,43
22822,57
168370,33
155272,57
31300,57
6112,39
142022,43
104631,2
99801,57
169881,33
68061,57
51401,57
51402,2
171602,2
17151,50
147882,43
80390,57
80641,33
66472,57
85032,57
87860,57
189152,57
189151,6
181741,53
19871,57
96022,2
42380,57
172942,18
109992,57
109991,43
146500,57
34490,2
186640,37
186642,57
16960,57
139182,28
30490,57
78140,2
56820,57
75442,33
138061,2
158641,57
77591,57
160632,53
110611,33
114931,57
28390,57
107660,57
197852,33
147052,2
138071,57
74362,57
102530,57
120371,57
175690,39
175692,19
117050,33
60710,33
97250,57
194142,57
53580,57
9842,33
74800,57
64121,49
34822,33
190241,57
190242,57
37180,2
110311,57
35442,2
182422,57
33162,39
124131,56
8830,49
110792,39
76521,57
182050,28
136070,50
148102,53
85980,33
177062,57
46021,33
157571,53
88872,57
88870,57
77711,43
132422,33
117141,33
110321,57
110322,49
133410,6
97830,39
72081,2
113131,54
92270,13
171250,2
110421,53
1001,53
175282,2
184651,57
123551,56
178901,57
128752,57
104512,43
104511,21
12180,57
194740,2
37210,57
7621,2
42021,33
42022,2
91691,2
91692,2
81710,33
11581,57
66852,57
1661,57
166661,57
84832,33
144302,33
80852,33
88601,33
198631,1
127132,57
128402,30
186240,33
122911,2
61850,57
142440,2
107090,57
182472,22
182470,57
177962,57
187811,2
175951,57
188662,33
178060,57
178061,2
180612,2
68762,2
119200,18
52270,56
126930,56
102422,57
96990,2
105611,20
58322,33
57800,43
122172,57
25880,53
93862,23
18900,33
181,2
27850,33
19231,57
5190,32
43550,52
157700,33
127872,50
191932,11
125620,33
125622,24
15251,57
143030,2
167681,39
141691,57
18151,57
173520,57
122072,33
178670,39
51631,57
154690,57
154692,43
89201,14
93410,33
93412,33
30571,1
186321,49
97882,2
89552,57
191592,2
191591,2
194902,12
17851,33
198550,57
198551,18
129872,57
160150,30
160151,26
164912,33
154541,33
108181,2
184270,33
34792,43
149291,33
15462,57
149851,21
70740,57
143802,50
118261,19
72381,39
32420,57
125000,2
184192,2
188301,2
29401,57
25620,2
15842,33
92920,57
87000,57
57951,57
73581,57
140811,57
36750,30
148610,54
12900,43
121830,14
32360,53
32361,34
93652,33
24231,13
19982,57
191980,2
118732,33
150410,57
150412,21
57632,34
125552,13
127181,52
127182,57
153651,2
199880,33
116120,57
196372,2
189250,57
92860,2
98512,43
16212,57
53812,49
144910,57
75502,28
46810,43
198791,2
162602,53
3750,57
99022,33
36492,57
195080,57
123690,2
30551,57
66660,28
44030,57
86020,33
23741,57
193910,2
193981,33
24610,33
12100,2
12102,2
135621,57
38130,33
48702,33
20521,22
81080,57
400,20
61942,28
94171,33
94172,57
79460,32
79462,33
13461,33
89781,57
4802,33
163001,57
172302,1
15651,2
157721,57
68912,57
119480,57
132961,33
120070,50
89630,2
195861,57
188372,57
176851,30
177570,23
13630,57
156022,33
64952,2
178282,33
96892,57
101440,43
75660,33
72650,57
49840,39
129940,57
190220,39
190221,57
83810,2
157441,56
93951,57
67192,33
14022,57
88101,21
148592,13
148591,57
160392,6
113800,57
17370,57
57820,33
113061,57
170991,57
5151,57
16041,33
79701,6
141232,39
141230,40
141231,57
174600,33
81832,28
122781,33
80771,33
134920,57
169070,18
30951,57
159801,33
53951,2
11711,2
56601,33
194302,2
129982,57
64371,2
31160,57
102810,57
151401,32
73622,39
187701,54
164592,2
41600,57
61470,52
24061,33
190992,33
138912,57
109331,53
27222,2
58061,57
57030,57
5720,18
138731,2
187142,21
59451,57
143930,57
168861,33
94642,57
82770,2
32402,57
149002,57
162180,39
145561,57
27032,57
35500,56
35501,57
103422,33
70552,57
82372,33
73050,57
43571,21
3610,33
9572,57
142902,33
40981,33
184710,2
54160,39
52451,13
22462,26
20610,2
11352,22
162542,33
69421,57
88972,2
8352,57
37132,49
109542,57
119870,57
193021,2
18301,19
72541,2
3390,37
109251,33
99431,17
116300,33
116302,2
82860,2
157231,21
129591,57
17090,34
188281,53
155912,33
178002,2
44070,57
100661,30
23891,57
79441,18
12791,19
171232,33
26552,2
30601,2
52462,57
159181,33
94001,2
102850,57
199202,57
179080,57
122951,2
100321,57
10821,57
98331,22
18700,33
67030,57
136830,57
168392,2
114000,53
114001,57
114002,33
110080,33
95102,39
131712,57
25222,2
94241,33
68571,57
13131,2
121011,2
157512,53
23180,57
11950,57
167952,33
167951,2
57810,41
34762,33
60292,33
191700,2
114032,2
11230,18
31911,57
3642,2
98962,57
103210,57
77970,20
77971,39
163931,1
63572,33
71361,2
70470,57
85501,57
162200,33
115960,43
11262,57
86041,33
113111,57
191472,57
5711,57
41282,33
94690,43
199552,57
125172,39
139681,57
63230,57
60100,6
36580,2
5410,21
113542,57
154901,34
147481,2
152572,18
179721,57
14350,2
56420,57
122251,33
95281,2
108940,2
97171,2
41931,18
26322,39
111482,2
70700,13
95150,37
174062,21
74402,57
126480,43
65160,46
74191,39
87102,57
68130,2
62952,2
77621,18
81932,39
96082,57
189372,43
183630,2
131830,43
57172,28
88320,39
50900,54
91191,57
168492,2
130791,57
116341,10
28560,6
18750,18
44300,2
23970,2
5981,33
170102,57
25180,33
96062,21
179820,57
156992,57
86522,57
117500,13
125882,57
3381,19
95812,26
73710,57
134691,33
148311,2
139502,33
64212,2
193821,57
192610,18
173132,22
108272,39
190120,33
190122,1
163081,33
135840,57
104050,57
136200,2
175780,18
146640,33
111942,57
72620,57
86281,33
58182,18
99781,43
80061,1
80062,57
441,57
167502,57
35611,43
28950,53
115650,57
85411,2
96912,57
143712,28
105680,57
89702,33
186612,2
69742,57
81501,57
37871,57
29702,2
183720,32
145071,43
154421,2
30932,57
126600,57
151632,1
114940,57
126190,2
173571,2
98941,33
56370,33
175040,33
27492,18
47012,1
108211,22
50472,1
95841,33
42632,49
42631,33
193240,24
125480,14
108020,57
137212,57
136602,2
184452,33
168532,2
181340,2
181342,53
176340,2
183740,2
181180,2
39042,57
120122,31
94650,2
158061,57
177261,6
81191,53
12802,39
15052,57
102661,33
23801,57
89220,57
180311,22
40071,57
780,57
68860,2
111420,14
101680,1
78541,39
147851,57
121812,57
137050,57
141030,2
133120,40
168612,2
59580,28
117482,18
113331,2
188580,53
111281,57
169202,33
8552,2
115410,20
181582,57
164032,57
37932,57
30331,2
79280,57
115240,33
115241,21
108511,57
194392,33
53660,53
133351,57
12741,2
50551,57
10092,57
17062,43
83302,57
133502,33
109050,43
99672,28
8090,33
9891,54
29762,1
11181,57
44592,57
23220,33
172490,57
172492,33
42372,10
169360,55
169361,43
46000,18
7421,39
101120,53
101122,57
168380,43
67441,57
78602,18
23002,52
126340,33
113522,43
187010,57
17732,18
126231,39
174632,57
34262,2
185091,54
21062,13
183261,53
179971,57
145140,21
98252,2
119251,57
194331,57
40102,53
45582,57
48591,2
171022,57
82942,2
101302,57
41160,33
20071,57
55460,2
104480,2
150912,18
37581,2
54760,50
142261,57
142262,17
23332,57
154252,2
7822,57
2780,31
139711,30
16461,33
165172,57
106920,28
188912,57
158201,57
98681,57
67162,2
66830,57
148080,2
21071,33
149991,39
26461,2
61420,57
167691,39
198282,57
97620,57
97621,48
125381,33
179472,57
125361,33
2311,57
185100,56
165012,33
56470,2
56471,24
27632,18
88190,57
76351,53
129011,57
43720,57
148020,57
66061,1
24121,33
24122,33
166200,57
143440,41
4891,2
114471,57
171370,18
189120,33
8181,57
56902,33
20370,2
130101,6
130102,39
77980,21
163622,2
6271,30
128220,40
131691,30
13640,13
13641,33
13642,57
24581,12
71872,18
140880,30
190860,26
68852,57
14672,57
140621,2
27511,33
136152,2
121820,43
171551,37
45511,39
8361,57
130721,53
130722,33
76782,57
177101,33
129881,33
21201,57
21202,53
39591,2
182531,39
152810,57
187400,57
152562,57
142451,57
87402,57
102211,13
186510,21
7451,57
119960,2
169970,57
104891,18
13670,2
146002,28
80602,57
12581,2
56522,57
187990,2
135681,32
102190,2
5850,16
118391,57
3310,57
109580,2
49421,53
30810,57
156311,57
165181,30
68200,22
61522,21
51200,52
195892,33
181592,1
190382,33
56381,57
12310,57
105162,33
196762,33
6571,33
114021,33
134891,57
56861,11
15230,57
39342,57
23922,2
47070,57
51950,1
159681,57
9372,57
159302,1
95031,2
95672,2
29280,21
1121,57
15632,2
101320,53
96981,57
102240,57
102242,57
31031,57
109462,57
131472,33
141990,13
143671,57
193571,10
26392,33
89801,53
74292,57
6390,2
78232,57
51170,57
70382,57
30742,13
119621,57
6012,39
21040,57
111962,57
41261,57
18371,2
18372,57
32200,35
147111,57
46220,39
181362,57
101570,57
25450,18
67061,57
160491,57
143162,57
144832,57
57512,33
57510,50
132941,2
83010,33
184371,52
148930,57
28680,43
161292,33
194031,2
34021,57
61400,57
23511,39
33380,30
98402,39
149742,33
27172,21
29372,57
24852,57
4571,2
101250,43
157610,26
161360,2
161362,55
162790,57
132361,18
53531,57
155620,57
141051,57
37102,57
2150,39
41940,33
110810,33
110812,33
28721,33
42040,57
114901,50
54300,57
54301,2
28081,14
23752,56
187882,57
182822,33
26842,18
176821,33
114701,57
55332,2
150980,57
157240,2
13311,2
71012,33
93912,50
110180,57
110182,57
114352,2
114350,24
146121,24
199590,13
3730,18
83152,1
108240,57
130491,53
180410,57
107220,33
9921,33
20550,33
20551,57
8491,57
176541,34
130942,57
86470,57
86471,53
37970,2
170190,57
170180,33
81650,33
4522,57
73562,6
185910,49
198072,1
127940,33
59431,43
162932,2
122081,57
134180,33
49330,43
71321,1
71322,57
152600,8
38341,57
189652,53
136411,39
145591,2
161320,33
1350,57
11720,0
103141,40
133930,57
86910,18
98182,33
31142,2
125770,2
22632,33
66812,33
139652,2
34550,17
147671,33
158701,24
6651,57
99972,33
49550,57
48751,33
170380,57
68291,39
28630,57
109500,39
52670,21
21110,2
139790,43
139791,20
97041,2
199310,11
84791,57
121732,33
118851,2
151080,33
151081,2
62621,2
111791,53
161690,57
1172,13
197440,2
56930,33
190772,33
91632,33
29451,33
104251,30
77342,57
35381,39
81790,2
165260,2
138011,57
64400,57
116381,2
88830,13
96601,57
50661,53
143980,53
143982,2
16711,2
47671,30
157940,2
126660,57
197290,39
93390,57
197902,13
123201,30
136991,2
58250,57
56082,33
144942,53
136052,57
138890,2
134661,33
136700,57
121102,2
58240,57
199021,18
41180,53
34561,43
28870,24
161850,1
59131,57
144881,28
141092,33
82590,57
198062,57
68180,13
23611,49
197232,2
127072,37
127070,53
10842,33
63402,57
85651,57
188211,2
155162,2
21522,2
26220,54
130711,33
72821,54
182082,57
16401,57
27790,43
19621,39
97712,18
130971,57
6460,2
6462,57
104961,14
187501,39
120660,57
22130,57
42912,28
56240,33
73802,28
159440,37
108880,57
184940,57
44190,24
4612,33
14510,39
82192,39
125421,33
115490,39
115492,57
192562,57
171161,1
106790,2
96800,57
43830,57
195581,2
171630,33
171631,33
140471,2
9071,33
3680,33
21532,33
166910,33
166911,57
72581,20
162060,33
129850,39
196090,57
85182,57
17182,2
172161,57
11341,2
154832,43
156500,57
156501,21
34512,57
176832,33
34251,57
106872,57
112631,57
95621,2
176752,33
113810,2
130052,57
14561,33
120010,53
65771,33
65772,33
10,33
172910,30
189430,2
30480,43
30482,33
16650,54
168080,57
37701,33
24600,2
56571,13
107572,57
40931,2
85820,57
198680,57
27702,2
34501,57
198310,18
81370,54
81371,2
49250,57
30130,49
89351,57
52220,33
191602,57
117932,57
38931,57
31290,53
70632,57
170271,43
105382,33
10780,2
96190,33
121052,2
8992,57
41361,39
3760,57
48460,39
25372,57
432,2
430,33
142071,2
133541,2
92032,32
92031,1
150501,53
127440,33
130211,53
21570,2
33452,57
89381,2
64160,30
4271,43
109121,57
172062,57
74842,33
148640,43
80051,57
7202,2
25411,57
168821,13
173862,1
162480,57
67102,30
142062,57
84411,57
57681,1
127712,2
37642,57
175750,57
175751,39
86100,33
151161,2
137962,11
198082,43
37090,19
107491,33
71812,2
61030,14
170360,57
115982,22
7892,2
97011,57
69101,57
106421,33
130071,2
117730,57
183362,57
91410,43
161760,57
161761,57
150811,2
21620,57
21621,57
191531,2
20962,57
26742,33
176560,1
133241,33
133242,1
7090,57
16221,2
182160,13
182161,2
100752,2
117942,57
67762,57
177780,57
123412,57
198272,19
13351,57
32080,53
59150,18
41490,57
77571,57
129410,57
133230,57
139741,33
118031,57
19841,28
148340,28
163220,24
43270,56
82080,43
82081,2
1812,33
170020,33
184252,2
29430,33
29431,21
59011,33
64381,1
193792,57
196732,39
174310,57
14161,57
14162,57
73042,57
157221,57
76191,10
10450,2
118842,33
109882,57
6540,2
74510,57
177401,57
70982,2
86440,33
86441,33
172860,53
142990,57
113691,28
98882,33
2681,57
50360,2
98661,53
162782,33
61182,57
90931,57
114621,18
37772,57
50811,57
83592,2
129892,49
28061,57
2751,2
88161,57
131061,2
153450,43
100451,39
190330,43
115912,57
96111,57
196792,57
45740,57
142640,57
120690,21
15991,57
146391,39
194272,14
42550,2
105450,57
188810,2
188811,53
96261,39
86190,57
15110,2
64311,57
164880,2
164882,57
185252,33
174880,39
145281,2
10870,2
120052,33
77402,2
136670,54
85550,57
197312,57
37042,57
59511,2
164691,50
164692,13
157620,2
28902,43
35530,20
35532,57
168340,2
93242,3
126520,2
152112,57
165201,20
29310,2
30361,53
30362,40
79962,2
165811,33
14920,57
7691,57
127270,57
35990,2
159761,57
144530,57
154970,33
119292,57
7052,57
146512,2
40312,57
142850,57
20480,57
16762,57
145760,57
154610,2
154612,33
114840,33
39722,39
134052,17
16192,57
69680,22
40790,33
40791,2
20190,43
131952,57
187510,6
187511,1
115101,2
27921,57
24181,56
12320,33
43311,57
93040,57
118480,1
55851,54
55852,39
158450,2
112861,35
190972,2
104942,1
35492,33
187061,2
44451,33
181971,57
173402,19
128020,2
92482,33
86652,30
182020,57
13700,2
82850,57
198982,33
119361,57
14281,6
157252,13
105822,39
142182,2
115691,2
115692,21
162980,57
143860,49
69000,56
69002,28
109012,57
26021,57
95910,1
108191,57
58381,57
109531,43
77610,28
159872,33
190981,57
172312,2
73420,57
177690,53
187581,33
1221,13
181200,33
185262,33
91850,40
91851,2
141560,57
132002,2
50520,57
153371,2
39390,50
38261,57
90290,57
90292,1
13090,57
78181,34
128711,57
3541,40
58731,57
58732,2
23631,2
42840,33
176951,57
18640,57
18460,2
146042,2
177121,57
177122,10
149522,57
83161,2
103032,57
92681,53
301,2
180200,57
135251,57
159360,57
72590,53
80490,57
63292,33
179362,57
54871,33
11202,57
73372,57
47981,39
23852,33
17881,13
18421,21
163990,40
68211,30
42490,57
22601,52
147801,53
101422,33
103970,33
71531,57
77370,57
23820,18
60211,33
196901,2
108312,2
5112,18
160881,33
2730,57
2731,57
7341,53
37072,23
74462,13
85491,46
94270,21
128530,57
60950,2
78031,39
36991,2
14631,52
96540,2
31632,1
167461,2
107600,14
187351,2
130821,2
127752,57
115700,57
66050,39
9032,57
50651,57
50652,13
81841,2
20591,57
26991,28
132972,33
162812,2
54591,2
158592,21
136322,6
38220,20
38221,57
43530,39
180801,2
195400,2
198500,57
154130,33
5480,53
41312,33
143040,57
143041,33
3911,13
123380,33
46240,57
55530,17
1610,57
122382,13
28320,2
128662,49
54251,33
195212,2
122820,2
45720,39
88901,57
106810,26
51480,1
70330,57
155390,57
77012,1
54830,52
33130,53
61220,18
83572,19
10622,33
162210,40
162212,57
118272,33
111810,13
7110,57
193700,57
54440,39
171831,57
64362,13
115460,1
113431,39
102911,57
181662,57
57500,2
199780,57
183712,57
76470,33
154121,2
154122,22
108071,2
76942,35
87261,57
130781,14
4082,1
150682,2
5520,57
46720,2
45712,43
137631,57
1400,57
136532,2
123851,57
35192,33
142142,57
31861,11
133911,2
26970,28
72770,2
175171,13
192872,30
61040,57
61041,33
32860,57
20441,39
58690,57
58692,57
89342,57
40052,43
180382,33
122981,33
78102,57
120140,30
71330,57
63861,57
97150,2
55322,24
195810,57
158691,39
91211,53
149771,33
109110,57
36652,33
191361,57
144461,57
132652,33
88381,33
103341,33
117261,53
7682,57
22450,2
22452,49
8920,2
192101,33
140751,57
93322,2
2561,2
137871,33
4210,3
111822,2
93122,33
4050,39
106840,2
106842,13
95050,57
95051,13
95052,53
102481,57
71491,18
47812,2
78721,33
101291,39
148160,43
171890,17
171892,46
45881,57
55282,57
121760,57
1922,33
86181,57
80410,28
31490,57
16521,6
173780,2
173782,33
38232,53
62752,2
62750,2
22972,2
81730,57
71152,57
71151,2
41431,57
154710,57
35101,52
105192,57
98951,18
128180,2
191060,21
172501,57
31361,57
178681,53
108140,39
52880,57
35900,23
136942,2
96182,2
106830,2
198051,57
143262,57
28541,2
66481,20
177340,57
141521,2
177141,57
25440,57
138342,33
196641,2
57302,2
66031,57
98110,57
131992,57
185950,57
164961,57
73550,56
131052,2
163090,57
131281,30
42232,2
62502,30
112651,57
155642,57
32942,57
172091,16
172092,57
115621,33
98360,40
13770,57
57920,57
73472,1
153232,53
153230,21
150281,57
61570,2
61571,1
191491,50
125060,28
176511,20
53521,39
190400,57
190401,18
52512,33
134480,57
50542,57
78322,57
158991,1
76642,1
190910,2
153950,2
151002,57
191210,2
158571,6
33042,33
49112,50
21682,57
169020,2
180980,43
80782,20
168642,57
9870,57
182381,13
85832,49
50941,33
92771,57
68171,39
179662,39
83002,16
34111,57
146330,57
56400,57
19502,18
41500,57
57391,39
146141,2
130030,33
14290,57
14291,21
21432,33
21431,57
68412,57
118651,23
28600,57
158821,13
108171,57
135872,39
151172,39
71562,13
95930,33
179161,33
149792,57
45681,57
2171,33
1440,57
35390,28
115142,57
35891,33
68161,57
145961,57
127920,46
147080,57
151410,57
35080,33
78440,57
78441,57
189852,57
33951,33
199010,32
173342,33
166881,53
143842,2
44640,33
67581,21
166131,34
151681,28
160990,2
153000,18
136380,22
131860,33
130732,53
115291,1
134272,33
130881,2
166150,52
177462,39
31190,33
99000,10
193381,33
152781,13
46552,2
10071,6
61761,43
37521,2
152030,2
105832,2
105831,57
179330,26
72130,53
199172,57
158632,21
160010,57
112752,57
87721,2
116042,2
67091,57
124261,50
82480,39
82481,57
82482,2
6162,2
25800,18
25802,33
64260,2
127910,18
2852,2
161812,1
171331,23
175160,39
133511,2
98730,57
158600,57
16890,19
158352,33
119462,33
98531,2
187111,33
104911,13
130672,57
57412,57
138431,33
90212,57
34170,57
90601,37
176112,54
176111,1
49881,33
102730,2
149701,57
87300,57
5252,57
87470,21
86761,39
86762,57
47492,2
17351,2
34831,33
47251,30
108650,57
80860,18
147681,18
13621,2
144902,46
169690,57
26402,57
89462,28
19200,2
186572,18
4301,2
4302,39
134130,18
87980,53
24341,33
24342,2
12260,2
116991,2
7220,30
169561,50
76382,33
57371,53
7032,21
179312,57
43192,39
43990,2
161921,18
660,57
662,33
140560,33
188880,57
8282,57
78371,57
162530,57
94481,0
196031,3
151960,50
161400,57
197582,57
191622,57
112010,24
149390,2
91390,53
23880,57
10500,30
89512,2
89511,33
141921,2
70921,57
12931,33
173472,33
198801,6
191821,13
168921,6
118720,33
71762,6
168050,1
161721,57
196311,18
140351,57
61252,57
198910,57
144652,20
19422,56
148050,57
27041,33
191171,57
55781,33
53171,57
156141,21
141390,2
100960,53
114890,19
74240,2
74242,2
196512,13
79341,13
143792,1
85191,33
165931,2
67651,57
115851,57
189030,33
80961,33
119732,1
67912,33
24492,57
94831,57
190570,57
87710,39
90780,33
61162,33
124182,1
52011,18
158041,57
150591,57
127810,39
127811,57
109752,2
141620,57
173852,39
36552,19
36550,57
171140,33
131821,2
6481,1
24150,28
24151,33
13912,33
136440,57
8122,57
48551,55
75782,2
195982,2
17841,18
43660,21
43661,2
56050,21
193030,21
78220,57
77451,2
79922,57
159900,14
131680,21
6790,57
56261,2
149012,52
179050,33
165102,2
54842,57
104612,43
88922,2
40662,33
9982,39
51662,57
191340,33
47002,17
6820,57
174280,2
174281,33
174282,57
